name_of_course,link_of_course,overview,syllabus
"(['Learn Python'],)",https://www.codecademy.com/learn/learn-python,"This course is a great introduction to both fundamental programming concepts and the Python programming language. By the end, you'll be familiar with Python syntax and you'll be able to put into practice what you'll have learned in a final project you'll develop locally.,Python is a general-purpose, versatile and popular programming language. It's great as a first language because it is concise and easy to read, and it is also a good language to have in any programmer's stack as it can be used for everything from web development to software development and scientific applications.","(['Python Syntax', 'Interactive Lesson', 'Tip Calculator', 'Interactive Lesson', 'Free Pro Trial', 'Python Syntax', 'Multiple Choice Quiz', 'Strings & Console Output', 'Interactive Lesson', 'Date and Time', 'Interactive Lesson', 'Pro', 'Python Mad Libs', 'Freeform Project', 'Pro', 'Strings and Console Output', 'Multiple Choice Quiz', 'Conditionals & Control Flow', 'Interactive Lesson', 'PygLatin', 'Interactive Lesson', 'Pro', 'Area Calculator', 'Freeform Project', 'Pro', 'Conditionals and Control Flow', 'Multiple Choice Quiz', 'Functions', 'Interactive Lesson', 'Taking a Vacation', 'Interactive Lesson', 'Pro', 'Number Guess', 'Freeform Project', 'Pro', 'Functions', 'Multiple Choice Quiz', 'Python Lists and Dictionaries', 'Interactive Lesson', 'A Day at the Supermarket', 'Interactive Lesson', 'Pro', 'Rock, Paper, Scissors', 'Freeform Project', 'Pro', 'Lists and Dictionaries', 'Multiple Choice Quiz', 'Student Becomes the Teacher', 'Interactive Lesson', 'Lists and Functions', 'Interactive Lesson', 'Battleship!', 'Interactive Lesson', 'Pro', 'Lists and Functions', 'Multiple Choice Quiz', 'Loops', 'Interactive Lesson', 'Practice Makes Perfect', 'Interactive Lesson', 'Pro', 'Command Line Calendar', 'Freeform Project', 'Pro', 'Loops', 'Multiple Choice Quiz', 'Exam Statistics', 'Interactive Lesson', 'Advanced Topics in Python', 'Interactive Lesson', 'Introduction to Bitwise Operators', 'Interactive Lesson', 'Pro', 'RGB-HEX Converter', 'Freeform Project', 'Introduction to Classes', 'Interactive Lesson', 'Classes', 'Interactive Lesson', 'Pro', 'Bank Account', 'Freeform Project', 'Pro', 'Introduction to Classes', 'Multiple Choice Quiz', 'File Input/Output', 'Interactive Lesson', 'Pro', 'DNA Analysis', 'Freeform Project', 'Pro', 'File Input and Output', 'Multiple Choice Quiz'],)"
