name_of_course,link_of_course,overview,syllabus
"(['Learn SQL'],)",https://www.codecademy.com/learn/learn-sql,"In this course, you'll learn how to communicate with relational databases through SQL. You'll learn—and practice with 4 projects—how to manipulate data and build queries that communicate with more than one table.,We live in a data-driven world: people search through data to find insights to inform strategy, marketing, operations, and a plethora of other categories. There are a ton of businesses that use large, relational databases, which makes a basic understanding of SQL a great employable skill not only for data scientists, but for almost everyone.","(['Manipulation', 'Interactive Lesson', 'Free Pro Trial', 'Create Table', 'Freeform Project', 'Free Pro Trial', 'Manipulation', 'Multiple Choice Quiz', 'Queries', 'Interactive Lesson', 'Pro', 'Queries - Restaurants', 'Freeform Project', 'Pro', 'Queries', 'Multiple Choice Quiz', 'Aggregate Functions', 'Interactive Lesson', 'Pro', 'Trends in Startups', 'Freeform Project', 'Pro', 'Aggregate Functions', 'Multiple Choice Quiz', 'Multiple Tables', 'Interactive Lesson', 'Pro', 'Multiple Tables with REBU', 'Freeform Project', 'Pro', 'Multiple Tables', 'Multiple Choice Quiz'],)"
