name_of_course,link_of_course,overview,syllabus
"(['SQL: Table Transformation'],)",https://www.codecademy.com/learn/sql-table-transformation,"In this course created in partnership with Looker, you'll learn more about manipulating data stored in relational databases using SQL. You will become familiarized with subqueries, set operations, conditional aggregates, and more.,This course lets you get more sophisticated with what you can do with data. Even if you are not doing data analysis yourself, understanding what is possible is essential in today's data-driven world.","(['Subqueries', 'Interactive Lesson', 'Set Operations', 'Interactive Lesson', 'Conditional Aggregates', 'Interactive Lesson', 'Date, Number, and String Functions', 'Interactive Lesson'],)"
