name_of_course,link_of_course,overview,syllabus
Python 3 Tutorial,https://www.tutorialspoint.com/python3/index.htm,"(['Python is a general-purpose interpreted, interactive, object-oriented, and high-level programming language. It was created by Guido van Rossum during 1985- 1990. Like Perl, Python source code is also available under the GNU General Public License (GPL). Python is named after a TV Show called ‘Monty Python’s Flying Circus’ and not after Python-the snake.'],)","Python 3 - Home,What is New in Python 3,Python 3 - Overview,Python 3 - Environment Setup,Python 3 - Basic Syntax,Python 3 - Variable Types,Python 3 - Basic Operators,Python 3 - Decision Making,Python 3 - Loops,Python 3 - Numbers,Python 3 - Strings,Python 3 - Lists,Python 3 - Tuples,Python 3 - Dictionary,Python 3 - Date & Time,Python 3 - Functions,Python 3 - Modules,Python 3 - Files I/O,Python 3 - Exceptions,Python 3 - Classes/Objects,Python 3 - Reg Expressions,Python 3 - CGI Programming,Python 3 - Database Access,Python 3 - Networking,Python 3 - Sending Email,Python 3 - Multithreading,Python 3 - XML Processing,Python 3 - GUI Programming,Python 3 - Further Extensions,Python 3 - Questions and Answers,Python 3 - Quick Guide,Python 3 - Tools/Utilities,Python 3 - Useful Resources,Python 3 - Discussion,Developer's Best Practices,Questions and Answers,Effective Resume Writing,HR Interview Questions,Computer Glossary,Who is Who"
